customer_id,total_orders,total_revenue,avg_order_value,recency_days,tenure_days,churn_label
12702,1,219.00000000000006,219.00000000000006,19,0,0
14950,1,371.2,371.2,19,0,0
16784,1,107.6,107.6,19,0,0
14860,1,170.32,170.32,19,0,0
12603,1,739.19999999999993,739.19999999999993,21,0,0
17301,1,197.63,197.63,21,0,0
12618,1,177.31,177.31,21,0,0
17904,1,191.67000000000002,191.67000000000002,21,0,0
17650,1,166.08,166.08,21,0,0
14793,1,228.99000000000004,228.99000000000004,21,0,0
15368,1,446.94000000000005,446.94000000000005,21,0,0
14641,1,110.46,110.46,21,0,0
17286,1,153.92000000000004,153.92000000000004,21,0,0
12391,1,460.88999999999982,460.88999999999982,21,0,0
12445,1,133.4,133.4,22,0,0
14362,1,161.2,161.2,22,0,0
13160,1,91.8,91.8,22,0,0
17985,1,634.95,634.95,22,0,0
13828,1,209.48999999999995,209.48999999999995,22,0,0
15435,1,149.29000000000002,149.29000000000002,22,0,0
12847,1,871.53999999999985,871.53999999999985,22,0,0
15657,1,30.0,30.0,22,0,0
17896,1,256.32,256.32,23,0,0
15432,1,171.19000000000003,171.19000000000003,23,0,0
18006,1,444.67999999999995,444.67999999999995,23,0,0
13449,1,291.88000000000005,291.88000000000005,23,0,0
13926,1,223.85000000000002,223.85000000000002,23,0,0
15269,1,408.8,408.8,23,0,0
16204,1,405.71,405.71,23,0,0
17680,1,184.39999999999998,184.39999999999998,23,0,0
15900,1,351.11000000000007,351.11000000000007,23,0,0
15720,1,598.7299999999999,598.7299999999999,24,0,0
15524,1,440.0,440.0,24,0,0
16423,1,346.12000000000006,346.12000000000006,24,0,0
17153,1,213.78000000000006,213.78000000000006,24,0,0
15556,1,279.77,279.77,24,0,0
18181,1,382.80000000000007,382.80000000000007,24,0,0
17510,1,308.48,308.48,24,0,0
15758,1,205.25,205.25,24,0,0
14666,1,195.25,195.25,24,0,0
14725,1,718.08,718.08,24,0,0
14714,1,160.19,160.19,24,0,0
15419,1,135.85999999999999,135.85999999999999,24,0,0
12890,1,380.47,380.47,24,0,0
14494,1,139.56,139.56,25,0,0
12938,1,114.14,114.14,25,0,0
14902,1,332.66,332.66,25,0,0
17044,1,948.48,948.48,25,0,0
17538,1,98.420000000000016,98.420000000000016,25,0,0
14953,1,289.82,289.82,25,0,0
16936,1,262.67999999999995,262.67999999999995,25,0,0
18082,1,703.37000000000012,703.37000000000012,25,0,0
15458,1,161.64,161.64,25,0,0
15168,1,106.56,106.56,25,0,0
16504,1,484.38000000000005,484.38000000000005,25,0,0
17793,1,323.04,323.04,25,0,0
16207,1,394.38000000000005,394.38000000000005,25,0,0
12374,1,742.93,742.93,25,0,0
18117,1,320.72,320.72,25,0,0
14661,1,107.95,107.95,26,0,0
13146,1,228.91,228.91,26,0,0
13603,1,164.34,164.34,26,0,0
14382,1,626.06999999999982,626.06999999999982,26,0,0
13170,1,116.01,116.01,26,0,0
16720,1,155.24,155.24,26,0,0
13732,1,491.85999999999996,491.85999999999996,28,0,0
17052,1,413.74999999999994,413.74999999999994,28,0,0
18209,1,139.10000000000002,139.10000000000002,28,0,0
18014,1,166.42000000000002,166.42000000000002,28,0,0
16433,1,184.26,184.26,28,0,0
14789,1,197.64000000000001,197.64000000000001,28,0,0
15557,1,473.65,473.65,28,0,0
13091,1,345.82000000000005,345.82000000000005,28,0,0
15692,1,191.04,191.04,28,0,0
12538,1,363.95,363.95,29,0,0
17901,1,110.38000000000001,110.38000000000001,29,0,0
12617,1,355.53000000000003,355.53000000000003,29,0,0
17791,1,106.1,106.1,29,0,0
17197,1,1013.01,1013.01,29,0,0
17977,1,288.14,288.14,29,0,0
16025,1,439.66,439.66,29,0,0
12659,1,91.68,91.68,29,0,0
16903,1,373.24,373.24,29,0,0
15463,1,126.14,126.14,29,0,0
14863,1,266.76,266.76,29,0,0
16953,1,20.8,20.8,30,0,0
16516,1,101.7,101.7,30,0,0
12532,1,349.83,349.83,30,0,0
13992,1,76.8,76.8,30,0,0
16751,1,1764.72,1764.72,30,0,0
15450,1,429.84,429.84,30,0,0
12893,1,188.14,188.14,30,0,0
17038,1,112.40000000000002,112.40000000000002,30,0,0
18274,1,175.92000000000004,175.92000000000004,30,0,0
13522,1,125.8,125.8,30,0,0
14968,1,147.58999999999997,147.58999999999997,30,0,0
17011,1,270.90000000000003,270.90000000000003,30,0,0
15986,1,168.12,168.12,30,0,0
18216,1,481.75,481.75,31,0,0
15043,1,537.0,537.0,31,0,0
17219,1,114.22999999999999,114.22999999999999,31,0,0
15153,1,329.24999999999994,329.24999999999994,31,0,0
16732,1,603.75,603.75,31,0,0
17313,1,2328.8399999999997,2328.8399999999997,31,0,0
13710,1,180.48000000000002,180.48000000000002,31,0,0
15957,1,428.89,428.89,31,0,0
17022,1,71.0,71.0,31,0,0
16505,1,777.6,777.6,31,0,0
17761,1,712.78,712.78,32,0,0
14080,1,45.599999999999994,45.599999999999994,32,0,0
14073,1,151.04,151.04,32,0,0
15870,1,354.09,354.09,32,0,0
14929,1,223.88,223.88,32,0,0
17623,1,527.05,527.05,32,0,0
15025,1,377.01000000000005,377.01000000000005,33,0,0
12638,1,671.69,671.69,33,0,0
14174,1,134.46,134.46,33,0,0
16445,1,230.50999999999996,230.50999999999996,33,0,0
15017,1,125.58000000000003,125.58000000000003,33,0,0
12357,1,6207.670000000001,6207.670000000001,33,0,0
17831,1,35.400000000000006,35.400000000000006,33,0,0
13532,1,210.30999999999997,210.30999999999997,33,0,0
14039,1,152.2,152.2,33,0,0
17233,1,190.88000000000002,190.88000000000002,35,0,0
13938,1,71.66,71.66,35,0,0
16887,1,194.88,194.88,35,0,0
15010,1,308.94,308.94,35,0,0
15597,1,324.57000000000005,324.57000000000005,35,0,0
18022,1,668.11,668.11,35,0,0
17274,1,111.98000000000002,111.98000000000002,35,0,0
16318,1,328.15,328.15,35,0,0
16337,1,151.05,151.05,36,0,0
12544,1,372.70000000000005,372.70000000000005,36,0,0
16914,1,208.46000000000004,208.46000000000004,36,0,0
16602,1,528.08,528.08,36,0,0
15551,1,436.06,436.06,36,0,0
14098,1,147.35,147.35,36,0,0
17403,1,281.62,281.62,36,0,0
13721,1,524.14,524.14,36,0,0
18105,1,113.48000000000002,113.48000000000002,37,0,0
14528,1,364.21999999999997,364.21999999999997,37,0,0
17947,1,176.68,176.68,37,0,0
14974,1,114.39000000000001,114.39000000000001,37,0,0
15830,1,576.0,576.0,37,0,0
18104,1,754.6400000000001,754.6400000000001,37,0,0
15576,1,940.66999999999985,940.66999999999985,37,0,0
13271,1,217.38,217.38,37,0,0
18164,1,399.65,399.65,37,0,0
15275,1,615.14,615.14,37,0,0
12491,1,460.4,460.4,38,0,0
16971,1,357.21,357.21,38,0,0
14345,1,108.97999999999999,108.97999999999999,38,0,0
16830,1,325.91,325.91,38,0,0
14485,1,165.75,165.75,38,0,0
13697,1,151.3,151.3,38,0,0
15423,1,43.5,43.5,38,0,0
12581,1,197.70999999999998,197.70999999999998,39,0,0
12588,1,214.89999999999998,214.89999999999998,39,0,0
13103,1,243.94,243.94,39,0,0
15667,1,301.32000000000005,301.32000000000005,39,0,0
16127,1,656.25,656.25,39,0,0
15360,1,427.93000000000006,427.93000000000006,39,0,0
14158,1,507.66000000000008,507.66000000000008,40,0,0
18067,1,396.33000000000004,396.33000000000004,40,0,0
13607,1,678.00999999999965,678.00999999999965,40,0,0
16601,1,244.8,244.8,40,0,0
15748,1,149.31,149.31,40,0,0
13278,1,542.73,542.73,40,0,0
14295,1,166.20000000000002,166.20000000000002,40,0,0
14582,1,114.11000000000001,114.11000000000001,40,0,0
16190,1,215.08,215.08,40,0,0
15385,1,316.88,316.88,40,0,0
16648,1,290.66,290.66,42,0,0
17839,1,338.79999999999995,338.79999999999995,42,0,0
14218,1,169.48000000000002,169.48000000000002,42,0,0
15096,1,219.39,219.39,42,0,0
16847,1,193.44,193.44,43,0,0
16026,1,236.09,236.09,43,0,0
18276,1,335.86,335.86,43,0,0
15659,1,306.45,306.45,43,0,0
12430,1,256.4,256.4,43,0,0
14357,1,225.77,225.77,43,0,0
16680,1,183.70000000000002,183.70000000000002,43,0,0
17684,1,239.41000000000005,239.41000000000005,43,0,0
17878,1,379.45000000000005,379.45000000000005,43,0,0
14752,1,389.64,389.64,43,0,0
15320,1,267.13,267.13,44,0,0
17895,1,98.0,98.0,44,0,0
17712,1,522.91,522.91,44,0,0
12812,1,229.64000000000001,229.64000000000001,44,0,0
16071,1,326.24,326.24,44,0,0
16415,1,210.34999999999997,210.34999999999997,44,0,0
16345,1,575.41000000000008,575.41000000000008,44,0,0
14598,1,221.96999999999997,221.96999999999997,44,0,0
12448,1,449.45000000000005,449.45000000000005,44,0,0
18045,1,189.4,189.4,45,0,0
16056,1,664.84999999999991,664.84999999999991,45,0,0
16708,1,656.63,656.63,45,0,0
12398,1,1635.6599999999996,1635.6599999999996,45,0,0
15345,1,393.53999999999996,393.53999999999996,45,0,0
15158,1,401.40000000000003,401.40000000000003,45,0,0
13182,1,121.17999999999999,121.17999999999999,45,0,0
14139,1,415.82,415.82,46,0,0
15142,1,498.74,498.74,46,0,0
15277,1,255.89999999999998,255.89999999999998,46,0,0
13176,1,492.83999999999992,492.83999999999992,46,0,0
14474,1,547.65999999999985,547.65999999999985,46,0,0
16742,1,464.9,464.9,46,0,0
14764,1,278.3,278.3,46,0,0
15592,1,388.58,388.58,46,0,0
15844,1,130.74,130.74,46,0,0
18240,1,422.58000000000004,422.58000000000004,46,0,0
16491,1,731.49999999999989,731.49999999999989,46,0,0
17344,1,160.57,160.57,46,0,0
15000,1,490.51999999999987,490.51999999999987,47,0,0
16017,1,211.87999999999997,211.87999999999997,47,0,0
17836,1,110.21000000000001,110.21000000000001,47,0,0
13598,1,180.17000000000002,180.17000000000002,47,0,0
17111,1,248.60999999999999,248.60999999999999,47,0,0
14967,1,463.8,463.8,49,0,0
12403,1,427.70000000000005,427.70000000000005,49,0,0
15740,1,154.88000000000002,154.88000000000002,49,0,0
15286,1,240.55,240.55,49,0,0
13974,1,413.59,413.59,49,0,0
15677,1,657.23,657.23,49,0,0
17832,1,155.37000000000003,155.37000000000003,49,0,0
16177,1,331.95000000000005,331.95000000000005,50,0,0
15836,1,137.37,137.37,50,0,0
13897,1,311.16,311.16,50,0,0
14923,1,749.09999999999991,749.09999999999991,50,0,0
13366,1,56.160000000000004,56.160000000000004,50,0,0
14585,1,157.05,157.05,50,0,0
17125,1,259.35,259.35,50,0,0
16260,1,1035.45,1035.45,50,0,0
14638,1,443.6,443.6,50,0,0
15664,1,386.43,386.43,50,0,0
13245,1,430.5,430.5,50,0,0
16846,1,214.32000000000002,214.32000000000002,50,0,0
14484,1,321.92000000000007,321.92000000000007,50,0,0
17354,1,1393.06,1393.06,50,0,0
15803,1,415.82000000000005,415.82000000000005,51,0,0
15853,1,110.8,110.8,51,0,0
17148,1,124.88,124.88,51,0,0
14799,1,157.7,157.7,51,0,0
15006,1,502.0899999999998,502.0899999999998,51,0,0
16123,1,307.78000000000003,307.78000000000003,51,0,0
17973,1,337.04000000000008,337.04000000000008,51,0,0
16826,1,341.70000000000005,341.70000000000005,51,0,0
15610,1,112.46,112.46,51,0,0
17824,1,298.4,298.4,51,0,0
18019,1,38.45,38.45,51,0,0
15678,1,352.70000000000005,352.70000000000005,52,0,0
13594,1,396.97,396.97,52,0,0
15604,1,216.39,216.39,52,0,0
12863,1,521.2,521.2,52,0,0
12611,1,1193.3199999999997,1193.3199999999997,52,0,0
14015,1,917.33999999999992,917.33999999999992,52,0,0
14861,1,125.78999999999999,125.78999999999999,52,0,0
15637,1,223.36,223.36,52,0,0
14381,1,202.68,202.68,52,0,0
16848,1,281.42,281.42,52,0,0
15327,1,208.75,208.75,52,0,0
15066,1,893.58999999999992,893.58999999999992,53,0,0
16363,1,109.36000000000001,109.36000000000001,53,0,0
17205,1,384.08,384.08,53,0,0
17520,1,546.81,546.81,53,0,0
13923,1,351.13,351.13,53,0,0
14830,1,197.13,197.13,53,0,0
16932,1,161.94,161.94,53,0,0
16737,1,417.59999999999997,417.59999999999997,53,0,0
18042,1,165.04999999999998,165.04999999999998,53,0,0
17785,1,131.94,131.94,53,0,0
16542,1,119.62,119.62,53,0,0
17534,1,223.35999999999999,223.35999999999999,53,0,0
17206,1,204.24,204.24,53,0,0
16563,1,1077.74,1077.74,53,0,0
17244,1,954.89999999999986,954.89999999999986,53,0,0
16412,1,151.83,151.83,53,0,0
12475,1,723.38000000000011,723.38000000000011,53,0,0
15598,1,240.68000000000006,240.68000000000006,53,0,0
15335,1,173.97000000000003,173.97000000000003,53,0,0
17201,1,342.63,342.63,53,0,0
15994,1,427.07000000000005,427.07000000000005,54,0,0
13878,1,1281.53,1281.53,54,0,0
16052,1,362.06000000000006,362.06000000000006,54,0,0
16413,1,262.2,262.2,56,0,0
12454,1,3528.34,3528.34,56,0,0
14089,1,161.0,161.0,56,0,0
17986,1,20.8,20.8,56,0,0
13006,1,81.57,81.57,56,0,0
14537,1,355.56,355.56,57,0,0
14975,1,279.94,279.94,57,0,0
12446,1,1002.3099999999997,1002.3099999999997,57,0,0
16773,1,171.59000000000003,171.59000000000003,57,0,0
17279,1,187.82999999999998,187.82999999999998,57,0,0
12631,1,640.5,640.5,57,0,0
16793,1,243.84,243.84,57,0,0
13853,1,1090.14,1090.14,57,0,0
13858,1,216.17,216.17,57,0,0
16430,1,300.85,300.85,57,0,0
17614,1,390.06999999999994,390.06999999999994,57,0,0
14642,1,96.12,96.12,58,0,0
12602,1,153.12,153.12,58,0,0
12667,1,620.13,620.13,58,0,0
16753,1,223.92,223.92,58,0,0
13464,1,674.68000000000006,674.68000000000006,58,0,0
18277,1,110.37999999999998,110.37999999999998,58,0,0
12824,1,397.12,397.12,59,0,0
16171,1,73.2,73.2,59,0,0
13690,1,172.25,172.25,59,0,0
12772,1,892.4699999999998,892.4699999999998,59,0,0
17620,1,81.44,81.44,59,0,0
13352,1,397.98000000000008,397.98000000000008,60,0,0
15553,1,437.23000000000008,437.23000000000008,60,0,0
16776,1,388.28000000000003,388.28000000000003,60,0,0
18126,1,206.83000000000004,206.83000000000004,60,0,0
16179,1,215.82999999999998,215.82999999999998,60,0,0
14027,1,104.82,104.82,60,0,0
13980,1,200.14,200.14,60,0,0
16982,1,384.05999999999995,384.05999999999995,60,0,0
18169,1,202.65000000000003,202.65000000000003,60,0,0
15886,1,181.09,181.09,60,0,0
12607,1,1579.5100000000002,1579.5100000000002,60,0,0
15193,1,499.32000000000005,499.32000000000005,60,0,0
13260,1,557.62,557.62,61,0,0
18088,1,167.67000000000002,167.67000000000002,61,0,0
13259,1,292.31999999999994,292.31999999999994,61,0,0
16104,1,302.36,302.36,61,0,0
14801,1,193.14,193.14,61,0,0
16380,1,1780.5900000000001,1780.5900000000001,61,0,0
16595,1,360.15999999999997,360.15999999999997,61,0,0
16921,1,169.79,169.79,61,0,0
13193,1,117.88000000000001,117.88000000000001,61,0,0
16248,1,152.94000000000003,152.94000000000003,61,0,0
14792,1,6.2,6.2,63,0,0
13359,1,439.55999999999995,439.55999999999995,63,0,0
17030,1,146.86999999999998,146.86999999999998,63,0,0
13587,1,712.4,712.4,63,0,0
13689,1,910.0,910.0,63,0,0
12740,1,427.60000000000008,427.60000000000008,63,0,0
13419,1,221.06,221.06,63,0,0
12519,1,340.84000000000003,340.84000000000003,63,0,0
13763,1,1714.96,1714.96,63,0,0
13806,1,256.38,256.38,63,0,0
13876,1,122.69999999999999,122.69999999999999,63,0,0
12420,1,600.39,600.39,63,0,0
15837,1,391.97999999999996,391.97999999999996,64,0,0
13602,1,428.88999999999993,428.88999999999993,64,0,0
13845,1,312.98,312.98,64,0,0
15766,1,315.06,315.06,64,0,0
15937,1,145.35,145.35,64,0,0
15264,1,393.73999999999995,393.73999999999995,64,0,0
16895,1,219.13999999999996,219.13999999999996,64,0,0
12923,1,176.97000000000003,176.97000000000003,64,0,0
14518,1,174.37,174.37,64,0,0
13504,1,295.93,295.93,64,0,0
13348,1,233.76,233.76,64,0,0
14317,1,508.58000000000004,508.58000000000004,64,0,0
15300,1,496.44,496.44,64,0,0
13177,1,282.45,282.45,64,0,0
13422,1,2626.3000000000006,2626.3000000000006,64,0,0
16432,1,287.4,287.4,64,0,0
18033,1,97.969999999999985,97.969999999999985,65,0,0
16758,1,369.34000000000003,369.34000000000003,65,0,0
16803,1,332.3,332.3,65,0,0
16106,1,108.38,108.38,65,0,0
12789,1,91.85,91.85,65,0,0
13483,1,140.34,140.34,65,0,0
17382,1,65.4,65.4,65,0,0
15127,1,406.53000000000003,406.53000000000003,65,0,0
13947,1,90.6,90.6,65,0,0
17222,1,354.15,354.15,65,0,0
17647,1,133.06,133.06,65,0,0
14054,1,92.460000000000008,92.460000000000008,65,0,0
14184,1,452.89000000000004,452.89000000000004,66,0,0
13351,1,373.94,373.94,66,0,0
15255,1,890.8499999999998,890.8499999999998,66,0,0
15276,1,135.31000000000003,135.31000000000003,66,0,0
13801,1,324.8,324.8,66,0,0
17957,1,111.68,111.68,66,0,0
16881,1,432.0,432.0,66,0,0
15739,1,449.12,449.12,66,0,0
15091,1,480.71000000000004,480.71000000000004,67,0,0
14488,1,1064.2800000000002,1064.2800000000002,67,0,0
15930,1,426.63000000000011,426.63000000000011,67,0,0
14333,1,415.2,415.2,67,0,0
16183,1,338.71000000000004,338.71000000000004,67,0,0
13635,1,1071.0299999999997,1071.0299999999997,67,0,0
16591,1,213.5,213.5,68,0,0
15774,1,270.8,270.8,68,0,0
16404,1,443.05,443.05,70,0,0
13347,1,341.35999999999996,341.35999999999996,70,0,0
13095,1,74.4,74.4,70,0,0
18053,1,300.0200000000001,300.0200000000001,70,0,0
15185,1,310.62,310.62,70,0,0
15593,1,199.8,199.8,70,0,0
16613,1,618.58999999999992,618.58999999999992,70,0,0
16101,1,1290.6999999999994,1290.6999999999994,70,0,0
13354,1,743.52999999999975,743.52999999999975,71,0,0
12703,1,283.55,283.55,71,0,0
12718,1,238.25,238.25,71,0,0
17427,1,100.8,100.8,71,0,0
16574,1,451.43999999999988,451.43999999999988,71,0,0
18192,1,957.96999999999946,957.96999999999946,71,0,0
15175,1,224.14000000000001,224.14000000000001,71,0,0
13886,1,243.56000000000006,243.56000000000006,71,0,0
16650,1,518.42,518.42,71,0,0
13364,1,134.96,134.96,71,0,0
13503,1,216.85,216.85,71,0,0
13061,1,248.61,248.61,72,0,0
17513,1,513.2,513.2,72,0,0
15348,1,158.04000000000002,158.04000000000002,72,0,0
14109,1,144.2,144.2,72,0,0
16909,1,379.14,379.14,72,0,0
16281,1,2062.0600000000004,2062.0600000000004,72,0,0
13979,1,869.86999999999989,869.86999999999989,73,0,0
17805,1,512.31,512.31,73,0,0
16181,1,305.54,305.54,73,0,0
13514,1,152.20000000000002,152.20000000000002,73,0,0
18278,1,173.89999999999998,173.89999999999998,73,0,0
13866,1,145.67000000000002,145.67000000000002,74,0,0
13390,1,544.08,544.08,74,0,0
13927,1,348.99,348.99,74,0,0
12612,1,704.04,704.04,74,0,0
14908,1,277.79999999999995,277.79999999999995,74,0,0
15243,1,316.67999999999995,316.67999999999995,74,0,0
15958,1,104.35,104.35,74,0,0
16468,1,74.9,74.9,74,0,0
13639,1,1033.34,1033.34,74,0,0
14757,1,420.50000000000006,420.50000000000006,75,0,0
14806,1,193.39,193.39,75,0,0
18066,1,318.0,318.0,75,0,0
13670,1,349.7,349.7,75,0,0
16198,1,400.681,400.681,75,0,0
17506,1,302.2,302.2,75,0,0
17154,1,329.34,329.34,75,0,0
16594,1,181.08999999999997,181.08999999999997,75,0,0
15154,1,296.42000000000007,296.42000000000007,75,0,0
16480,1,769.29,769.29,75,0,0
17498,1,272.22,272.22,75,0,0
16485,1,363.65,363.65,77,0,0
13127,1,259.17,259.17,77,0,0
15978,1,1098.7799999999995,1098.7799999999995,77,0,0
15075,1,773.03000000000009,773.03000000000009,77,0,0
16978,1,344.33,344.33,77,0,0
14652,1,114.18,114.18,77,0,0
13336,1,795.11999999999989,795.11999999999989,77,0,0
15744,1,34.8,34.8,77,0,0
17480,1,511.81999999999994,511.81999999999994,77,0,0
14014,1,505.17999999999995,505.17999999999995,77,0,0
15475,1,454.11,454.11,77,0,0
16213,1,159.0,159.0,78,0,0
16715,1,301.72,301.72,78,0,0
16236,1,432.2,432.2,78,0,0
17079,1,118.80000000000001,118.80000000000001,78,0,0
17603,1,394.72,394.72,78,0,0
12425,1,777.2,777.2,78,0,0
12579,1,440.42,440.42,78,0,0
17172,1,317.76,317.76,78,0,0
15603,1,48.480000000000004,48.480000000000004,78,0,0
13519,1,122.75,122.75,78,0,0
13279,1,137.75,137.75,78,0,0
14887,1,1862.0,1862.0,79,0,0
16627,1,322.79999999999995,322.79999999999995,79,0,0
14951,1,311.69000000000005,311.69000000000005,79,0,0
12390,1,549.83999999999992,549.83999999999992,79,0,0
17415,1,507.84000000000003,507.84000000000003,79,0,0
17475,1,194.37,194.37,79,0,0
12550,1,964.82999999999959,964.82999999999959,79,0,0
15888,1,168.31,168.31,80,0,0
16215,1,242.35000000000002,242.35000000000002,80,0,0
13356,1,768.24,768.24,80,0,0
15341,1,2020.52,2020.52,80,0,0
13228,1,358.0,358.0,81,0,0
12497,1,1043.1,1043.1,81,0,0
15504,1,52.83,52.83,81,0,0
13325,1,675.3,675.3,81,0,0
16527,1,228.06,228.06,81,0,0
17628,1,75.75,75.75,81,0,0
12752,1,4366.7800000000007,4366.7800000000007,81,0,0
13774,1,344.99999999999994,344.99999999999994,81,0,0
18194,1,973.83999999999992,973.83999999999992,82,0,0
13067,1,115.46,115.46,82,0,0
15947,1,1708.24,1708.24,82,0,0
15099,1,410.47999999999996,410.47999999999996,84,0,0
14124,1,419.58,419.58,84,0,0
16878,1,13.3,13.3,84,0,0
15975,1,371.01,371.01,84,0,0
15523,1,412.01,412.01,84,0,0
16108,1,842.50000000000011,842.50000000000011,84,0,0
12995,1,211.32,211.32,85,0,0
17333,1,494.24999999999989,494.24999999999989,85,0,0
17846,1,2033.1,2033.1,85,0,0
14557,1,788.38,788.38,85,0,0
13518,1,659.43999999999994,659.43999999999994,85,0,0
15417,1,508.80000000000013,508.80000000000013,85,0,0
15322,1,679.67999999999984,679.67999999999984,85,0,0
